Sample	Study	Site	Country	Lat	Long	Year	ENA	All samples same individual	Population	% callable	QC pass	Exclusion reason	Is returning traveller
PF0248-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR035360	PF0248-C	WAF	90.17	True	Analysis_set	False
PF0250-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR263687	PF0250-C	WAF	83.95	True	Analysis_set	False
PF0253-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211534	PF0253-C	WAF	64.98	True	Analysis_set	False
PF0255-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045616	PF0255-C	WAF	90.22	True	Analysis_set	False
PF0256-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045603	PF0256-C	WAF	90.58	True	Analysis_set	False
PF0259-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045604	PF0259-C	WAF	89.96	True	Analysis_set	False
PF0260-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR035363	PF0260-C	WAF	90.14	True	Analysis_set	False
PF0261-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042696	PF0261-C	WAF	73.0	True	Analysis_set	False
PF0262-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045605	PF0262-C	WAF	90.44	True	Analysis_set	False
PF0263-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045619	PF0263-C	WAF	90.08	True	Analysis_set	False
PF0264-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR205933	PF0264-C	WAF	80.78	True	Analysis_set	False
PF0265-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211562	PF0265-C	WAF	89.79	True	Analysis_set	False
PF0266-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR490341	PF0266-C	WAF	80.13	True	Analysis_set	False
PF0267-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045620	PF0267-C	WAF	90.17	True	Analysis_set	False
PF0268-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211550	PF0268-C	WAF	62.07	True	Analysis_set	False
PF0269-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR036148	PF0269-C	WAF	89.98	True	Analysis_set	False
PF0270-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045606	PF0270-C	WAF	90.47	True	Analysis_set	False
PF0272-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029965	PF0272-C	WAF	86.1	True	Analysis_set	False
PF0274-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029966	PF0274-C	WAF	86.04	True	Analysis_set	False
PF0275-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR263682	PF0275-C	WAF	79.34	True	Analysis_set	False
PF0276-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045607	PF0276-C	WAF	90.12	True	Analysis_set	False
PF0278-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042725	PF0278-C	WAF	73.31	True	Analysis_set	False
PF0279-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045608	PF0279-C	WAF	90.05	True	Analysis_set	False
PF0280-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029967	PF0280-C	WAF	86.36	True	Analysis_set	False
PF0281-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR036149	PF0281-C	WAF	90.58	True	Analysis_set	False
PF0282-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045621	PF0282-C	WAF	90.21	True	Analysis_set	False
PF0285-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045609	PF0285-C	WAF	90.07	True	Analysis_set	False
PF0286-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045610	PF0286-C	WAF	89.84	True	Analysis_set	False
PF0287-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR036150	PF0287-C	WAF	89.79	True	Analysis_set	False
PF0288-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045622	PF0288-C	WAF	90.09	True	Analysis_set	False
PF0289-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR036151	PF0289-C	WAF	90.49	True	Analysis_set	False
PF0290-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045623	PF0290-C	WAF	90.0	True	Analysis_set	False
PF0294-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211537	PF0294-C	WAF	89.12	True	Analysis_set	False
PF0298-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029968	PF0298-C	WAF	81.95	True	Analysis_set	False
PF0299-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045611	PF0299-C	WAF	89.96	True	Analysis_set	False
PF0301-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045612	PF0301-C	WAF	89.94	True	Analysis_set	False
PF0304-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045595	PF0304-C	WAF	89.92	True	Analysis_set	False
PF0305-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045596	PF0305-C	WAF	90.7	True	Analysis_set	False
PF0306-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR216466	PF0306-C	WAF	84.8	True	Analysis_set	False
PF0308-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045597	PF0308-C	WAF	90.4	True	Analysis_set	False
PF0309-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045598	PF0309-C	WAF	90.01	True	Analysis_set	False
PF0310-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045599	PF0310-C	WAF	85.11	True	Analysis_set	False
PF0311-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045600	PF0311-C	WAF	90.11	True	Analysis_set	False
PF0314-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211540	PF0314-C	WAF	78.87	True	Analysis_set	False
PF0318-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045601	PF0318-C	WAF	90.35	True	Analysis_set	False
PF0321-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR029969	PF0321-C	WAF	80.9	True	Analysis_set	False
PF0323-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR263684	PF0323-C	WAF	80.67	True	Analysis_set	False
PF0325-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR045602	PF0325-C	WAF	90.62	True	Analysis_set	False
PF0326-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR033024	PF0326-C	WAF	76.08	True	Analysis_set	False
PF0327-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR033025	PF0327-C	WAF	75.76	True	Analysis_set	False
PF0328-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211547	PF0328-C	WAF	90.07	True	Analysis_set	False
PF0329-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR211567	PF0329-C	WAF	79.43	True	Analysis_set	False
PF0330-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR036152	PF0330-C	WAF	89.63	True	Analysis_set	False
PF0331-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042704	PF0331-C	WAF	85.42	True	Analysis_set	False
PF0332-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042718	PF0332-C	WAF	89.37	True	Analysis_set	False
PF0334-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042636	PF0334-C	WAF	89.91	True	Analysis_set	False
PF0335-CW	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042688	PF0335-CW	WAF	88.38	True	Analysis_set	False
PF0336-CW	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042689	PF0336-CW	WAF	88.01	True	Analysis_set	False
PF0337-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2011	ERR039945	PF0337-C	WAF	89.09	True	Analysis_set	False
PF0339-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042647	PF0339-C	WAF	88.05	True	Analysis_set	False
PF0341-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR042694	PF0341-C	WAF	88.8	True	Analysis_set	False
PF0342-C	1017-PF-GH-AMENGA-ETEGO	Navrongo	Ghana	10.885568	-1.086617	2010	ERR039975	PF0342-C	WAF	66.47	True	Analysis_set	False
